DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-04,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-05,3.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-06,2.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-07,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-08,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-09,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-10,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-11,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2019-12,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-01,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-02,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-03,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-04,-0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-05,-1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-06,-1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-07,-1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-08,-1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-09,-1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-10,-1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-11,-1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2020-12,-0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-01,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-02,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-03,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-04,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-05,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-06,3.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-07,4.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-08,5.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-09,6.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-10,6.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-11,8.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2021-12,12.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-01,11.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-02,11.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-03,14.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-04,19.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-05,20.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EE,2022-06,22.0,e
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-01,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-02,-0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-03,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-04,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-05,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-06,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-07,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-08,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-09,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-10,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-11,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2015-12,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-01,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-02,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-03,0.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-04,-0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-05,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-06,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-07,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-08,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-09,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-10,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-11,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2016-12,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-01,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-02,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-03,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-04,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-05,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-06,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-07,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-08,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-09,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-10,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-11,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2017-12,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-01,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-02,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-03,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-04,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-05,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-06,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-07,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-08,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-09,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-10,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-11,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2018-12,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-01,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-02,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-03,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-04,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-05,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-06,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-07,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-08,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-09,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-10,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-11,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2019-12,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-01,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-02,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-03,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-04,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-05,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-06,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-07,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-08,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-09,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-10,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-11,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2020-12,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-01,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-02,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-03,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-04,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-05,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-06,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-07,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-08,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-09,3.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-10,4.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-11,5.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2021-12,5.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2022-01,5.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2022-02,6.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2022-03,7.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2022-04,8.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EEA,2022-05,8.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-01,-2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-02,-1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-03,-1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-04,-1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-05,-1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-06,-1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-07,-1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-08,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-09,-0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-10,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-11,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2015-12,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-01,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-02,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-03,-0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-04,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-05,-0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-06,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-07,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-08,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-09,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-10,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-11,-0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2016-12,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-01,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-02,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-03,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-04,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-05,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-06,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-07,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-08,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-09,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-10,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-11,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2017-12,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-01,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-02,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-03,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-04,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-05,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-06,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-07,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-08,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-09,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-10,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-11,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2018-12,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-01,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-02,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-03,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-04,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-05,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-06,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-07,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-08,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-09,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-10,-0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-11,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2019-12,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-01,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-02,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-03,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-04,-0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-05,-0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-06,-1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-07,-2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-08,-2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-09,-2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-10,-2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-11,-2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2020-12,-2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-01,-2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-02,-1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-03,-2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-04,-1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-05,-1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-06,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-07,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-08,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-09,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-10,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-11,4.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2021-12,4.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-01,5.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-02,6.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-03,8.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-04,9.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-05,10.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,EL,2022-06,12.0,e
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-01,-1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-02,-1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-03,-0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-04,-0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-05,-0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-06,0.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-07,0.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-08,-0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-09,-1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-10,-0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-11,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2015-12,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2016-01,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2016-02,-1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,ES,2016-03,-1.0,
